Job Title,Company Name,Company Location,Posting Date,Job Types,Career Level,Years of Experience,Job Link,Job Requirements
Computer Science Instructor (Game development),iSchool,"New Cairo, Cairo, Egypt",14 days ago,"['Full Time', 'Work From Home']",Entry Level,0 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/nHD9AbqnlMSY-Computer-Science-Instructor-Game-development-iSchool-Cairo-Egypt?o=59&l=sp&t=sj&a=python|search-v3|hpb,"Must Have Computer Science Degree Or Relevant Degree (Students aren't accepted) | Has a Very Good knowledge with the basics of computer science, and development in (Game development) field. | Experience with scratch educational software. | Programming Experience with python programming language. | Experience in working with educational Game engines such as ( Godot, Buildbox, kodu, .. etc). | Experience in working with c# and unity 3D game engine. | Experience with WordPress. | familiar with flutter and dart developer. | Experienced with montessori and Froebel educational methods. | Experience in working as a robotics instructor with LEGO or Arduino tools. | Experience in working as a developer with AI, VR and AR technologies. | Experience with the basics of photoshop and illustrator softwares."
Senior Data Scientist,Talenter,"Giza, Egypt",14 days ago,['Full Time'],Experienced,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/wBlahXywywbh-Senior-Data-Scientist-Talenter-Giza-Egypt?o=60&l=sp&t=sj&a=python|search-v3|hpb,"M.Sc. or equivalent working experience in data science / machine learning | Analytical rigor | Proficient in either R or Python | Intermediate level in either C, Java, C++, or C# | Intermediate level in SQL | Intermediate level in Matlab | Software engineering knowledge | Excellent verbal and written communication skills | Excellent technical & business presentation skills | Ability to conduct pre-sales presentations | M.Sc. or Ph.D. in machine learning or a relevant discipline. | Solid understanding of deep learning techniques | Expert level in Python including Numpy, Pandas, Scikit-learn | Expert level in SQL and R | Software engineering background (Agile methodologies, Git, continuous development, etc.) | Familiar with PySpark and MLlib | Familiar with Excel, Tableau or PowerBI for visualization | Familiar with SPSS Modeler and SAS Enterprise Miner for modeling | Familiar with SAS and SPSS Statistics for statistical analysis | Familiar with either Teradata, Oracle, or Microsoft SQL Server | Specialized in a data science area such as NLP, Speech recognition, or image processing | Have considerable experience in any of the following domains: telco, government, or banking | Professional consulting background at the corporate level | Excellent sales and public speaking skills."
Backend Software Engineer,Confidential,"Sharjah, United Arab Emirates",14 days ago,"['Full Time', 'Work From Home']",Experienced,2 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/5OVdqcUkqCVb-Backend-Software-Engineer-Sharjah-United-Arab-Emirates?o=199&l=sp&t=sj&a=python|search-v3|hpb,"Highly knowledgeable and experienced in LAMP/WAMP (Linux/Windows, Apache, MySQL, PHP) and related frameworks (e.g. Laravel) to deliver high-demand solutions and applications. | Highly knowledgeable and experienced in databases like MySQL, Oracle, and/or MongoDB. | Strong knowledge and experience in Node.JS, JavaScript, CSS, and HTML | Strong knowledge and experience in Linux and Windows operating systems | Knowledge and experience in MS .NET / C#, Java, or Python are a plus | Knowledge and experience in ChatBot development are a plus | Knowledge and experience in Mobile VAS and Carrier Billing are a plus | Highly knowledgeable and experienced in the software development processes and the different software development management methodologies | Focused on continuous improvement of development processes and frameworks | Highly skilled in problems identification and solving | Highly skilled in verbal and written communication with other teams | Excellent project management skills. | Knowledge and experience in modern ways to secure Back End systems by use of best practices in programming, security software, and other networking tools. | A Bachelor’s Degree in an IT or Engineering field. | 2-3 years of experience | Language Skills: | Excellent English skills | Excellent Arabic skills and previous Experience in developing systems/applications with Arabic user experiences."
Senior Python Developer - Remote,"Nile Bits, LLC","6th of October, Giza, Egypt",15 days ago,"['Full Time', 'Work From Home']",Experienced,5+ Yrs of Exp,https://wuzzuf.net/jobs/p/qZ2W8Q0izdWR-Senior-Python-Developer---Remote-Nile-Bits-LLC-Giza-Egypt?o=4&l=sp&t=sj&a=python|search-v3|hpb,"Expert in Python and Django is a must. | Familiarity with some ORM (Object Relational Mapper) libraries. | Able to integrate multiple data sources and databases into one system. | Understanding of the threading limitations of Python, and multi-process architecture. | Good understanding of server-side templating languages. | Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3. | Understanding of accessibility and security compliance. | Knowledge of user authentication and authorization between multiple systems, servers, and environments. | Understanding of fundamental design principles behind a scalable application. | Familiarity with event-driven programming in Python. | Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform. | Able to create database schemas that represent and support business processes. | Strong unit test and debugging skills. | Proficient understanding of code versioning tools such as Git, Mercurial or SVN."
Functional Testing Engineer,Ejada (Cairo),"Cairo, Egypt",15 days ago,['Full Time'],Experienced,6+ Yrs of Exp,https://wuzzuf.net/jobs/p/ErqNae4vCuI7-Functional-Testing-Engineer-Ejada-Cairo-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|hpb,6+ years of experience
SME,Sekem,"Salam City, Cairo, Egypt",15 days ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/TdUcXA136mYj-SME-Sekem-Cairo-Egypt?o=162&l=sp&t=sj&a=python|search-v3|hpb,"BSc. Degree | Three to five years of experience implementing ERPNext in industrial and commercial environments. | Very good knowledge about the master business cycles like accounting, stock control, purchasing, sales, manufacturing. | Very good knowledge about the ERPNext built-in customizations tools, which can be showcased in Interview. | Experience on Frappe framework. | Working knowledge of Python, Javascript, HTML | Quick and self learner."
Software Developer,Everlast,"Heliopolis, Cairo, Egypt",16 days ago,['Full Time'],Experienced,3 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/x783eTC7wuKH-Software-Developer-Everlast-Cairo-Egypt?o=61&l=sp&t=sj&a=python|search-v3|hpb,Bachelor's degree in computer science. | Knowledge of the software development life-cycle. | Applicant must have experience at python and odoo. | Ability to develop unit testing of code components or complete applications. | Creativity is always a plus. | Must be a full-stack developer and understand concepts of software engineering. | Experience working on a variety of software development projects. | Deep programming language knowledge.
Back-End Developer,Everlast,"Heliopolis, Cairo, Egypt",16 days ago,['Full Time'],Experienced,4 - 6 Yrs of Exp,https://wuzzuf.net/jobs/p/D2xoKaFupdV6-Back-End-Developer-Everlast-Cairo-Egypt?o=62&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor's degree in Computer Science\Computer Engineering  is a must. | Applicant must show a previous practical project | Knowledge of programming language and technical terminology. (Proficient in Python) | Solid knowledge and experience in programming applications. | Dedicated team player. | Solid ability in both written and verbal communication. | Able to develop ideas and processes and clearly express them. | Able to solve complex problems. | Able to work 6 working days per week, Our workings hours start from 10 Am to 6 Pm"
DevOps Engineer,Fawry Banking & Payment Technology Services,"6th of October, Giza, Egypt",16 days ago,['Full Time'],Experienced,2 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/p6mjvyEaX2w4-DevOps-Engineer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=64&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor Degree in Computer Science, Engineering or relevant field | Expert in Container creation and orchestration using Docker, Kubernetes | Expert in Continuous Integration and Continuous delivery with Jenkins, VSTS | Solid hands-on experience with Various build automation tools, such as Jenkins, Ant, Maven | Expert Configuration management with at least one of the following: Puppet, Chef, Ansible | Source control experience with GIT, VSTS | Expert Linux/Unix systems knowledge and scripting | Solid understanding of cloud/hosted infrastructure | Virtualization Experience | Experience on working with one or more of programming languages like Groovy, Python, Ruby, JavaScript, Java | Understanding of SQL databases and their hosting requirements | Knowledge in Monitoring and securing applications"
Odoo Developer,Smart Technologies,"Nasr City, Cairo, Egypt",16 days ago,['Full Time'],Experienced,2 - 5 Yrs of Exp,https://wuzzuf.net/jobs/p/i1aIS0qJ5pgR-Odoo-Developer-Smart-Technologies-Cairo-Egypt?o=65&l=sp&t=sj&a=python|search-v3|hpb,"You'll ideally have at least 2 years of commercial software development experience under your belt, with at least 1 of those being with the Python language, developing web applications (e.g. Odoo/OpenERP!) | Much of our work involves designing data models and UI workflows based on customer requirements, so some database design experience is a must. | Many of our projects involve custom web-front-end development, so experience with modern JavaScript development (e.g. React / Vue) would be beneficial. | We work closely with our customers, so our ideal candidate will enjoy speaking with end-users to understand their requirements, and will be able to describe complex concepts in a language the customer will understand! | Web-based Software Development (2+ years ideally) | Python Experience (2+ years ideally) | Front-end (JavaScript) development + HTML/CSS | Experience designing Customer-ready UIs | PostgreSQL Database Experience | Cloud Tech Knowledge (Docker, AWS) a benefit | Self-motivation, able to use initiative to solve complex problems | Ability to identify issues and be driven to solve them, seeking help as necessary | Ability to work individually and as part of a skilled team | Good written and verbal communication skills | Able to communicate with customers at the appropriate level | Logical and diligent approach to problem solving | Proficient understanding of cross-browser compatibility issues and ways to work around them. | Proficient understanding of code versioning tools, such as Git/SVN | Good understanding of SEO principles and ensuring that application will adhere to them | Deep understanding of DOM/virtual dom and browser APIs"
Full Stack developer,eSmartSoft,"Heliopolis, Cairo, Egypt",21 days ago,['Full Time'],Entry Level,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/v9Vl7mKPixxf-Full-Stack-developer-eSmartSoft-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb,"Comfortable around both front-end and back-end coding languages, development frameworks and third-party libraries. | Excellent technical English - and the ability to learn from documentation in anunsupervised manner. | Problem-solving skills - and the ability to approach problems employingmathematical principles. | A solid foundation in data structures and common programming paradigms -OOP, design patterns, and asynchronous/event-based coding. | Planning, patience, and perseverance - being able to plan ahead of actualcoding and adhere to best practices till the end. | Curiosity and open-mindedness - knowing that a good programmer needs real world knowledge in addition to technical skills. | Paying attention to code readability, performance, scalability, and robustness. | Team player | Experienced in one of the followingJavaScript, Java,Type ScriptC#Python | JavaScript, Java, | Type Script | C# | Python"
Full Stack Developer,MEAPAL,"Maadi, Cairo, Egypt",22 days ago,['Full Time'],Entry Level,0 - 3 Yrs of Exp,https://wuzzuf.net/jobs/p/eRvDeN3u12JV-Full-Stack-Developer-MEAPAL-Cairo-Egypt?o=73&l=sp&t=sj&a=python|search-v3|hpb,
Application Support Engineer,Confidential,"Smouha, Alexandria, Egypt",2 months ago,['Full Time'],Entry Level,0 - 4 Yrs of Exp,https://wuzzuf.net/jobs/p/XYGjeY8JG4ez-Application-Support-Engineer-Alexandria-Egypt?o=209&l=sp&t=sj&a=python|search-v3|hpb,"Bachelor’s Degree in Computer Science, Computer Engineering, or relevant degree is preferable. | English: Good, both spoken and written. | Exemption / Completion of military services (for Egyptians). | Experience Level: 0-4 years of experience. | A strong IT background. | Ability to communicate articulately and effectively at all levels of business. | Ability to building excellent client relationships and outstanding communication and presentation skills, ideally client facing. | Ability to produce high quality documentation | Consistently working as part of a project team focused on client success. | Willingness to travel according to project location. | Background in Development (PHP,Python, Java, or JavaScript) is a plus | Background in writing SQL Queries and creating reports is a plus. | Background in system analysis | Basic knowledge of web applications | Experience with troubleshooting"
